Almacenamiento interno,Capacidad,Cámara,Descripcion,Direccion,Fecha,Marca,Megapíxeles,Modelo del procesador,NFC,Núcleos del procesador,Número de artículo,Precio,Pulgadas,Sistema operativo,Tamaño,Tecnología de imagen,Tipo,Velocidad 
16 GB ,2 GB ,Sí ,"Móvil - Wiko Lenny 4, 5"", 2 GB RAM, 16 GB, Dual Sim, Rosa",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-4-5-2-gb-ram-16-gb-dual-1407897#specifications,08/25/18 - 18:41:20,Wiko,,,,4 ,1407897.0,89.9,,Android ,"De 5” a 5,4” ",,,
16 ,2 GB ,,"Móvil - Alcatel 3V, Pantalla 6"" 2K, Quad Core, RAM 2 GB, Capacidad 16 GB, Camara Dual 16 MP + 2 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-3v-pantalla-6-2k-ram2gb-16gb-dorado-1418110#specifications,08/25/18 - 18:41:21,Alcatel,,,,4 ,1418110.0,179.99,6 ,Android ,,,,
32 ,3 GB ,Sí ,"Móvil - Motorola Moto G5S, 5.2"" Full HD, Red 4G, 3 GB RAM, 16MP + 5MP, 32 GB, Gris",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g5s-5.2-full-hd-red-1375392#specifications,08/25/18 - 18:41:23,Motorola,,,,8 ,1375392.0,222.0,5.2 ,"Android™ 7.1, Nougat ",,,,
16 GB Flash ,2 GB ,,"Móvil - Xiaomi Redmi 5A, 5"", HD, 2 GB RAM, 16 GB, Cámaras 13 MP + 5 MP, Dual Sim, Gris + ",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5a-5-hd-2gb-ram-16gb-1391953#specifications,08/25/18 - 18:41:24,Xiaomi,,,,4 ,1391953.0,89.0,,Android ,"5"" ",,,
32GB ,3000 mAh (no extraíble) ,,"Móvil - Samsung A5 2017, 5.2"", Super AMOLED, 32 GB, 4G, 16 MP, Azul",https://tiendas.mediamarkt.es/p/movil-samsung-a5-2017-azul-5-2-32-g-1353460#specifications,08/25/18 - 18:41:25,Samsung,,,,8 ,1353460.0,199.0,5.2 ,Android ,132.2 mm ,,,
32 ,3 GB ,Sí ,"Móvil - Motorola Moto G5S, 5.2"", Full HD, Qualcomm Snapdrago 430, RAM 3 GB, 32GB, 16MP + 5MP, 4G, Oro fino",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g5-s-5.2-full-hd-red-1375391#specifications,08/25/18 - 18:41:27,Motorola,,,,8 ,1375391.0,186.0,5.2 ,"Android™ 7.1, Nougat ",,,,
64 GB ,4 GB ,Sí ,"Móvil - Huawei P Smart +, 6.3"", Full HD+, Kirin 710, 4 GB RAM, 64 GB, 24 MP + 2 MP, Dual Nano SIM, Iris purple",https://tiendas.mediamarkt.es/p/movil-huawei-p-smart-plus-6.3-full-hd-kirin-iris-purple-1427901#specifications,08/25/18 - 18:41:28,Huawei,,,Sí ,8 ,1427901.0,289.0,,Android 8.1 Oreo junto a EMUI 8.2 ,"Mas de 5,5” ",IPS ,,
128 GB ,6 GB ,,"Pack móvil - Huawei P20 Pro, OLED 6.1"" Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB, Lila + Auriculares inalámbricos Huawei FreeBuds",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-pro-oled-6.1-lila-auriculares-freebuds-200008053#specifications,08/25/18 - 18:41:29,Huawei,,,Sí ,8 ,200008053.0,799.0,6.1 ,Android 8 (EMUI 8.1) ,,,,
128 GB ,6 GB ,,"Pack móvil - Huawei P20 Pro, OLED 6.1"" Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB + Auriculares inalámbricos Huawei FreeBuds",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-pro-oled-6.1-full-auriculares-freebuds-200008052#specifications,08/25/18 - 18:41:30,Huawei,,,Sí ,8 ,200008052.0,776.0,6.1 ,Android 8 (EMUI 8.1) ,,,,
16 GB ,3 GB ,,"Móvil - Motorola Moto G5, 5'', Full HD, Qualcomm Snapdragon 430, 3 GB RAM, 16GB, 13 MP + 5MP, Dorado",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g5-full-hd-5-16-gb-1359277#specifications,08/25/18 - 18:41:32,Motorola,,,,,1359277.0,160.0,,Android ,"De 5” a 5,4” ",,Capacitiva ,
32 GB ,3 GB ,,"Móvil - Xiaomi Redmi S2, 6"", Full HD, 4G, 32 GB, Snapdragon 625 Octa-Core, Dual Sim, Cámara trasera dual 12 + 5 MP con IA, Sensor de huella dactilar, Rosa",https://tiendas.mediamarkt.es/p/xiaomi-redmis2-5-99p4g8n32gbp-1427238#specifications,08/25/18 - 18:41:33,Xiaomi,,,,8 ,1427238.0,179.0,5.9 ,Oreo 8.1 ,,Full HD ,,
32 GB ,3 GB ,,"Móvil - Huawei Y9 (2018), 5.93"", HD, HiSilicon Kirin 659, 3 GB RAM, 32 GB, 16 MP, 8 MP, Dual Sim, Azul",https://tiendas.mediamarkt.es/p/movil-huawei-y9-2018-5.93-hd-hisilicon-1405933#specifications,08/25/18 - 18:41:35,Huawei,,,,8 ,1405933.0,199.0,5.93 ,Android 8.0 ,,,,
8 ,512 MB ,Sí ,"Móvil - Wiko Sunny 2, 4"", Quad-Core, Dual Sim, 8 GB, 5 MP + 2 MP, Negro",https://tiendas.mediamarkt.es/p/movil-wiko-sunny-2-4-quadcore-8gb-negro-1407643#specifications,08/25/18 - 18:41:37,Wiko,,,,,1407643.0,49.9,4 ,Android ,,,,
8 ,1 GB ,,"Móvil - Alcatel U5, 5 pulgadas, FWVGA, 3G, 8GB, 8MP, Blanco",https://tiendas.mediamarkt.es/p/movil-alcatel-u5-5-pulgadas-fwvga-3g-8gb-1374733#specifications,08/25/18 - 18:41:38,Alcatel,,,,4 ,1374733.0,69.0,5 ,Android 7.0 ,5 pulgadas ,,,
64 GB ,4 GB ,,"Móvil - Xiaomi MI A1, 5.5"", Full HD, 4K, 4G, 64 GB, Octa-Core, cámara 12MP, Rosa",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-a1-5.5-rosa-4g-8n-64gb-1384731#specifications,08/25/18 - 18:41:39,Xiaomi,,,,8 ,1384731.0,206.0,5.5 ,Android ,,Full HD ,,
16 GB Flash ,2 GB ,,"Móvil - Xiaomi Redmi 5A, 5"", HD, 2 GB RAM, 16 GB, Cámaras 13 MP + 5MP, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5a-5-hd-2gb-ram-16gb-1391951#specifications,08/25/18 - 18:41:40,Xiaomi,,,,4 ,1391951.0,89.0,,Android ,"5"" ",,,
128 GB ,6 GB ,,"Móvil - Huawei P20 Pro, OLED 6.1"" Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB, Triple cámara Leica, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-huawei-p20-pro-oled-6.1-1402705#specifications,08/25/18 - 18:41:42,Huawei,,,Sí ,8 ,1402705.0,779.0,6.1 ,Android 8 (EMUI 8.1) ,,,,
128 GB ,6 GB ,,"Móvil - Huawei P20 Pro, OLED 6.1 Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB, Triple cámara Leica, Dual SIM, Lila",https://tiendas.mediamarkt.es/p/movil-huawei-p20-pro-oled-6.1-full-hd-1402707#specifications,08/25/18 - 18:41:43,Huawei,,,Sí ,8 ,1402707.0,799.0,6.1 ,Android 8 (EMUI 8.1) ,,,,
32 GB ,4 GB ,,"Móvil - Xiaomi MI A1, 5.5"", Full HD, 4K, 4G, 32 GB, Octa-Core, Cámara 12 MP, Rojo",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-a1-5.5-full-hd-4k-4g-32-1394744#specifications,08/25/18 - 18:41:44,Xiaomi,,,,8 ,1394744.0,179.0,5.5 ,Android ,,Full HD ,,
16 GB ,2 GB ,,"Móvil - Alcatel U5 HD Premium, 5"" IPS HD, 4G, Quad Core, 16 GB, 2 GB RAM, Cámara 8 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-u5-premium-dorado-5.5-ips-1384560#specifications,08/25/18 - 18:41:45,Alcatel,,,,4 ,1384560.0,88.99,5 ,Android 7.0 Nougat ,,,Capacitiva ,
16 ,2 ,,"Móvil - Xiaomi Redmi 4A Global, 5"", HD, Red 4G, 2 GB RAM, 16 GB, 13 MP + 5 MP, Gris oscuro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-4a-global-5-hd-red-4g-1383688#specifications,08/25/18 - 18:41:47,Xiaomi,,,,4 ,1383688.0,108.0,5 ,Android 6.0 (Marshmallow) con MIUI V8 ,"De 5” a 5,4” ",LCD IPS ,,
2 GB ,16 GB ,,"Móvil - Huawei Y6 2017, 5'', HD, IPS, MediaTek MT6737T, 2 GB RAM, 16 GB, 4G, 13 MP + 5 MP, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-huawei-y6-2017-16gb-red-4g-hd-5-1374118#specifications,08/25/18 - 18:41:47,Huawei,,,,4 ,1374118.0,99.0,5 ,Android ,,IPS ,Capacitiva ,
16 GB ,2 GB ,,"Móvil - Samsung Galaxy A3 2017, 4.7'', Red 4G, 2 GB RAM, 16 GB, 13 MP, Negro",https://tiendas.mediamarkt.es/p/samsung-a3-17-4-7p4g8n16gbb-negro-1353459#specifications,08/25/18 - 18:41:48,Samsung,,,,,1353459.0,199.0,,Android ,4.7'' (120.4 mm) ,,,
32 GB ,,Sí ,"Móvil - Apple iPhone 6S Plus, 5.5'', 32 GB, Red 4G, Gris espacial",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-32gb-pant-1340047#specifications,08/25/18 - 18:41:49,Apple,,,,,1340047.0,549.0,5.5 ,iOS ,,,,
16 GB ,2 ,,"Móvil - ZTE A610, 5'', HD, Red 4G, 16 GB, 2 GB RAM, 13 MP + 5 MP, Gris",https://tiendas.mediamarkt.es/p/movil-zte-a610-5-pulgadas-red-4g-16-gris-1348151#specifications,08/25/18 - 18:41:51,ZTE,,,,4 ,1348151.0,149.0,,M 6.0 ,"De 5” a 5,4” ",IPS ,,
32GB ,,,"Móvil - iPhone 7 PLUS de 32GB, pantalla Retina HD de 5.5"" y doble cámara, Rosa dorado",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-32gb-pantalla-rosadorado-1339995#specifications,08/25/18 - 18:41:51,Apple,,,Sí ,4 ,1339995.0,759.0,5.5 ,iOS 10 ,"5.5"" ",,,
128 GB ,6 GB ,,"Pack Móvil - Huawei P20 Pro, OLED 6.1"" Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB, Triple cámara, Dual SIM, Negro + Cámara Huawei EnVizion 360, Dual 13 MP, 2K, Negra",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-pro-oled-6.1-full-200007550#specifications,08/25/18 - 18:41:52,Huawei,,,Sí ,8 ,200007550.0,802.0,6.1 ,Android 8 (EMUI 8.1) ,,,Kirin 970 + IA ,
32GB ,3GB ,Sí ,"Móvil - Moto Z Play, 32 GB, 5.5"" 5MP, red 4G, Negro",https://tiendas.mediamarkt.es/p/movil-moto-z-play-32-gb-5-5-5mp-r-1343132#specifications,08/25/18 - 18:41:53,Motorola,,,,8 ,1343132.0,449.0,5.5 ,Android ,"5.5"" ",,,
64GB ,4 ,,"Móvil - Xiaomi Mi Max 2, 6.44'', Full HD, Red 4G, 64 GB, 12 MP, 5 MP, Negro",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-max-2-red-4g-64-gb-12mpx-1383696#specifications,08/25/18 - 18:41:55,Xiaomi,,,,8 ,1383696.0,250.0,6.44 ,,,,,
128 GB ,4 GB ,,"Pack Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Negro + Altavoz inalámbrico Huawei Soundstone, Negro",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-5.8-full-hd-plus-200008047#specifications,08/25/18 - 18:41:57,Huawei,,,,8 ,200008047.0,549.0,5.8 ,Android 8 (EMUI 8.1) ,"Mas de 5,5” ",,,
16 ,1 GB ,Sí ,"Móvil - Alcatel 1C, 5.3"", Mediatek MT6580M, 16 GB, 13 MP + 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-1c-5.3-mediatek-mt6580m-azul-1416432#specifications,08/25/18 - 18:41:58,Alcatel,,,,4 ,1416432.0,84.99,5.3 ,Android ,,,,
16 ,1 GB ,Sí ,"Móvil - Alcatel 1C, 5.3"", Mediatek MT6580M, 16 GB, 13 MP + 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-1c-mediatek-mt6580m-negro-1416431#specifications,08/25/18 - 18:41:59,Alcatel,,,,4 ,1416431.0,84.99,5.3 ,Android ,,,,
32GB ,,,"Móvil - iPhone 7 PLUS de 32GB, pantalla Retina HD de 5.5"" y doble cámara, Negro",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-32gb-pantalla-negro-1339992#specifications,08/25/18 - 18:42:00,Apple,,,Sí ,4 ,1339992.0,759.0,5.5 ,iOS 10 ,"Mas de 5,5” ",Pantalla Multi-Touch con tecnología IPS con retroiluminación por LED ,,
16GB ,,Sí ,"Móvil - BQ Aquaris U, 5'', FHD, Dual SIM, 16 GB, Snapdragon 430, Gris",https://tiendas.mediamarkt.es/p/movi-bq-aquaris-u-dual-sim-16gb-pa-1343382#specifications,08/25/18 - 18:42:01,BQ,,,,8 ,1343382.0,129.0,5 ,6.1 ,"De 5” a 5,4” ",,,
16GB ,Más de 8 GB ,,"Móvil - Wiko Lenny 3, 16GB, Dual Sim, 5 pulgadas, color Dorado",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-3-16gb-dual-sim-5-1343492#specifications,08/25/18 - 18:42:02,Wiko,,,,4 ,1343492.0,74.9,5 ,Android ,"5"" ",,,
32 GB ,3 GB ,Sí ,"Móvil - Xiaomi Redmi 5 Plus, 5.99"", Full HD, 3 GB RAM, 32 GB, 12 MP, Dual SIM, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5-plus-5.99-full-hd-3-oro-1400527#specifications,08/25/18 - 18:42:03,Xiaomi,,,,,1400527.0,173.0,5.99 ,Android 7.1.2 Nougat + MIUI 9.2 ,,,Octa-core 2 GHz ,
64 GB ,,,"Móvil - Samsung Galaxy Note 8, 6.3'', Red 4G, Cámara Dual, 64 GB, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-note-8-pantalla-6.3-1374116#specifications,08/25/18 - 18:42:04,Samsung,,,,8 ,1374116.0,649.0,6.3 ,Android 7.1 Nougat ,"Mas de 5,5” ",Quad HD+ ,,
16 GB ,2350 ,,"Móvil - Samsung A3 2017, 4.7'', Red 4G, 16 GB, 13 MP, Azul",https://tiendas.mediamarkt.es/p/movil-samsung-a3-2017-pantalla-4-7-azul-1353456#specifications,08/25/18 - 18:42:06,Samsung,,,Sí ,,1353456.0,199.0,,Android ,4.7'' (120.4 mm) ,,,
16 GB ,2 GB ,,"Móvil - LG K10 2017, 5.3"" HD, 13 Mpx, 2 GB RAM, Memoria de 16 GB, Negro",https://tiendas.mediamarkt.es/p/movil-lg-k10-2017-5.3-hd-13-mpx-2-gb-ram-1370630#specifications,08/25/18 - 18:42:07,LG,,,,8 ,1370630.0,139.0,5.3 ,Android ,"De 5” a 5,4” ",,Capacitiva ,
64 GB ,3500 mAh ,Sí ,"Móvil - Samsung Galaxy S8+, 6.2'', QHD+, Octa-Core, 4 GB RAM, Red 4G, 12 MP, 64 GB, Azul océano",https://tiendas.mediamarkt.es/p/smartphone-samsung-galaxy-s8-pantalla-1370349#specifications,08/25/18 - 18:42:08,Samsung,,,,8 ,1370349.0,589.0,6.2 ,,,,,
16 GB ,2 GB ,,"Móvil - Samsung Galaxy J3 (2017), 5'', HD, 16 GB, 2 GB RAM, Dual SIM, Plateado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j3-2017-16-gb-5-hd-1372133#specifications,08/25/18 - 18:42:09,Samsung,,,,,1372133.0,159.0,5 ,Android ,,,Capacitiva ,
16 GB ,2 GB ,Sí ,"Móvil - BQ Aquaris U Lite, 5 Pulgadas, Dual Sim, red 4G, 16 GB, Cámara 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-u-lite-5-pulgadas-negro-1346199#specifications,08/25/18 - 18:42:10,BQ,,,,4 ,1346199.0,119.0,5 ,21.5 ,5 pulgadas ,,,
32GB ,4 GB ,,"Móvil - Sony Xperia XA1 Plus, 5.5"", Full HD, Mediatek Helio P20, 4 GB RAM, 32 GB, 4G, 23 MP + 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-plus-negro-1380752#specifications,08/25/18 - 18:42:12,Sony,,,,8 ,1380752.0,249.0,5.5 ,Google Android™ N ,,,,
128 GB ,4 GB ,,"Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-huawei-p20-5.8-full-hd-kirin-1402702#specifications,08/25/18 - 18:42:14,Huawei,,,,8 ,1402702.0,549.0,5.8 ,Android 8 (EMUI 8.1) ,"Mas de 5,5” ",,,
128GB ,,,"Móvil - iPhone 7 PLUS de 128GB, pantalla Retina HD de 5.5"" y doble cámara, rosa dorado",https://tiendas.mediamarkt.es/p/apple-iphone-7-plus-128gb-rose-gold-retina-hd-1339984#specifications,08/25/18 - 18:42:15,Apple,,,Sí ,4 ,1339984.0,850.0,5.5 ,iOS 10 ,"Mas de 5,5” ",Pantalla Multi-Touch con tecnología IPS con retroiluminación por LED ,,
8GB ,Más de 8 GB ,,"Móvil - Samsung Galaxy J3 (2016), 8GB, Pantalla 5"" HD, Quad-Core, Red 4G, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j3-2016-8gb-p-1315549#specifications,08/25/18 - 18:42:15,Samsung,,,,,1315549.0,109.0,5 ,,"De 5” a 5,4” ",Super AMOLED ,,
32GB ,,Sí ,"Móvil - Apple iPhone 6S Plus, 5.5'', 32GB, Red 4G, Plata",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-32gb-pant-1340076#specifications,08/25/18 - 18:42:16,Apple,,,,,1340076.0,548.0,5.5 ,iOS ,"5,5"" ",,,
32 GB ,3 GB ,Sí ,"Móvil - Sony Xperia XA2, 5.2"" Full HD, RAM 3 GB, 32 GB, Cámara 23 MP, Vídeo 4K, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-5.2-fullhd-ram3gb-32gb-23mp-4k-negro-1399650#specifications,08/25/18 - 18:42:18,Sony,,,,8 ,1399650.0,279.0,5.2 ,Android ,,,,
64 GB ,,,"Móvil - Samsung Galaxy Note 8, Pantalla 6.3 pulgadas, Red 4G, Cámara Dual, 64 GB, Negro + Samsung Dex Station EE-MG950",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-note-8-pantalla-200006461#specifications,08/25/18 - 18:42:19,Samsung,,,,8 ,200006461.0,1158.9,6.3 ,Android 7.1 Nougat ,"Mas de 5,5” ",Quad HD+ ,,
8 ,1 GB ,,"Móvil - Alcatel U5, 5 pulgadas, FWVGA, 3G, 8GB, 8MP, Azul y negro",https://tiendas.mediamarkt.es/p/movil-alcatel-u5-5-pulgadas-fwvga-3g-8gb-1374734#specifications,08/25/18 - 18:42:20,Alcatel,,,,4 ,1374734.0,68.99,5 ,Android 7.0 ,5 pulgadas ,,,
64 GB ,4 GB ,,"Móvil - Xiaomi MI A1, 5.5"", Full HD, 4K, 4G, Snapdragon 625, 64 GB, Cámara Dual 12MP, Oro",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-a1-5.5-full-hd-4k-4g-1384730#specifications,08/25/18 - 18:42:21,Xiaomi,,,,8 ,1384730.0,216.0,5.5 ,Android ,,Full HD ,,
16 GB ,2 GB ,,"Móvil - Xiaomi Redmi Note 5A, 5.5"" HD, Snapdragon 425, 2 GB RAM, 16 GB, 13 MP + 5 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5a-5.5-hd-1384733#specifications,08/25/18 - 18:42:22,Xiaomi,,,,8 ,1384733.0,119.0,5.5 ,Android ,,,,
32 GB ,3 GB ,,"Móvil - BQ Aquaris X, 32GB, 4G, 16 Mpx, Huella dactilar, 5.2 pulgadas, Full HD, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x-negro-1363807#specifications,08/25/18 - 18:42:24,BQ,,,,8 ,1363807.0,259.0,5 ,Android 7.1.1 Nougat ,"De 5” a 5,4” ",LCD IPS LTPS ,,
16 GB ,2 GB ,,"Móvil - Huawei Y7, 5.5"" HD, 2 GB RAM, Memoria de 16 GB, 12 + 8 MPx, 4000 mAh, Gris",https://tiendas.mediamarkt.es/p/movil-huawei-y7-5.5-hd-2-gb-ram-memoria-1369345#specifications,08/25/18 - 18:42:25,Huawei,,,,8 ,1369345.0,139.0,5.5 ,Android ,,IPS ,Capacitiva ,
32 GB ,3 GB ,,"Móvil phablet - Lenovo Phab 2, 6.4 pulgadas, 32 GB, Gris",https://tiendas.mediamarkt.es/p/movil-phablet-lenovo-phab-2-6-4-pulgadas-32-gb-gris-1347967#specifications,08/25/18 - 18:42:26,Lenovo,,,,,1347967.0,199.0,6.4 ,Android 6.0 ,,,,
128 GB ,,,"Móvil - iPhone 7, 128GB, Red 4G LTE, Pantalla Retina HD 4.7"", Cámara gran angular 12 Mpx, Rosa dorado",https://tiendas.mediamarkt.es/p/apple-iphone-7-128gb-rose-gold-hd-retina-1340017#specifications,08/25/18 - 18:42:27,Apple,,,Sí ,,1340017.0,729.0,4.7 ,iOS ,4.7 pulgadas ,,,
64 GB ,4 GB ,Sí ,"Móvil - Nokia 8, 5.3"" Quad HD, IPS, 4 GB RAM, Memoria 64 GB, 13+13 MP, Plata",https://tiendas.mediamarkt.es/p/movil-nokia-8-5.3-quad-hd-ips-4-gb-ram-1379207#specifications,08/25/18 - 18:42:29,Nokia,,,Sí ,8 ,1379207.0,499.0,5.3 ,Android Nougat 7.1.1 ,"De 5” a 5,4” ",IPS ,,
64 GB ,4 GB ,,"Móvil - Xiaomi MI A1, 5.5"", Full HD, 4K, 4G, 64 GB, Octa-Core, Cámara 12 MP, Negro",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-a1-5.5-full-hd-4k-4g-64-1383697#specifications,08/25/18 - 18:42:30,Xiaomi,,,,8 ,1383697.0,206.0,5.5 ,Android ,,Full HD ,,
16 GB ,2 GB ,,"Móvil - Huawei Y5 2018, 5.5"", HD, IPS, Mediatek MT6739, 2 GB RAM, 16 GB, 4G, 8 MP + 5 MP, Dual Sim, Azul",https://tiendas.mediamarkt.es/p/movil-huawei-y5-2018-5.5-hd-ips-mediatek-1424163#specifications,08/25/18 - 18:42:31,Huawei,,,,4 ,1424163.0,109.0,5.7 ,Android ,"Mas de 5,5” ",IPS ,Capacitiva ,
64 ,4 ,Sí ,"Móvil - BQ Aquaris X2 Pro, 5.65"", Full HD+, Snapdragon 660, 4 GB RAM, 64 GB, 4G,Dual Camera 12 MP + 5 MP, Huella dactilar, Blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x2-pro-5.65-full-hd-blanco-1409785#specifications,08/25/18 - 18:42:32,BQ,,,,8 ,1409785.0,379.9,,Android™ 8.1.0 Oreo™ ,5.65 ,,Capacitiva ,
64 GB ,4 GB ,Sí ,"Móvil - Nokia 8, 5.3"" Quad HD, IPS, 4 GB RAM, Memoria 64 GB, 13+13 MP, Azul",https://tiendas.mediamarkt.es/p/movil-nokia-8-5.3-quad-hd-ips-4-gb-ram-1379206#specifications,08/25/18 - 18:42:33,Nokia,,,Sí ,8 ,1379206.0,494.0,5.3 ,Android Nougat 7.1.1 ,"De 5” a 5,4” ",IPS ,,
16 ,2 ,,"Móvil - Xiaomi Redmi 4A, 5"" HD, Red 4G, RAM 2GB, 16 GB, 13Mpx+5Mpx, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-4a-5-hd-red-4g-ram-2gb-1384728#specifications,08/25/18 - 18:42:34,Xiaomi,,,,4 ,1384728.0,105.0,5 ,Android ,,,,
,1GB ,,"Móvil - Zopo Color S 5.5 1GB, 5.5 Pulgadas, Gris",https://tiendas.mediamarkt.es/p/movil-zopo-color-s-5-5-1gb-5-5-pulgad-1313864#specifications,08/25/18 - 18:42:35,Zopo,,,,4 ,1313864.0,118.0,5.5 ,Android ,,LTPS ,,
16GB ,2GB ,Sí ,"Móvil - Asus Zenfone Go, 5'', HD, 16GB, 2GB RAM, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/asus-zenf-go-new-5pds4g4n16gbb-1370373#specifications,08/25/18 - 18:42:36,Asus,,,,4 ,1370373.0,89.0,5 ,Android ,,,,
128 ,4 ,Sí ,"Móvil - BQ Aquaris X Pro, 128GB, 4G, 12mpx, Huella dactilar, 5.2 pulgadas, Full HD, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x-pro-128gb-4g-12mpx-1363811#specifications,08/25/18 - 18:42:38,BQ,,,,8 ,1363811.0,379.0,5.2 ,Android 7.1.1 Nougat ,5.2 ,,Capacitiva ,
32GB ,3GB ,Sí ,"Móvil - Moto Z Play, 32 GB, 5.5"" 5MP, red 4G, Blanco",https://tiendas.mediamarkt.es/p/movil-moto-z-play-32-gb-5-5-5mp-r-1343131#specifications,08/25/18 - 18:42:40,Motorola,,,,8 ,1343131.0,408.0,5.5 ,Android ,"5.5"" ",,,
16GB ,2GB ,,"Móvil - Motorola Moto G de 3ª Generación, 16GB, red 4G, pantalla HD 5"", negro",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g-de-3-generacion-1298369#specifications,08/25/18 - 18:42:42,Motorola,,,,4 ,1298369.0,208.0,5 ,Android ,"De 5” a 5,4” ",TFT ,,
16GB ,2GB ,Sí ,"Móvil - Wiko Highway Star Plata, 16GB, red 4G, Dual SIM, pantalla HD de 5"" y cámara de 13 mp",https://tiendas.mediamarkt.es/p/movil-wiko-highway-star-plata-16gb-r-1287480#specifications,08/25/18 - 18:42:44,Wiko,,,No ,8 ,1287480.0,276.0,5 ,Android ,"Mas de 5,5” ",AMOLED ,,
16GB ,2GB ,,"Móvil - Asus Zenfone Max, Pantalla 5.5"", Dual Sim, red 4G, 16GB, Blanco",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-max-pantalla-5-5-1320054#specifications,08/25/18 - 18:42:45,Asus,,,,4 ,1320054.0,193.0,5.5 ,Android ,5.5 ,,,
32 ,2.700 mAh ,Sí ,"Móvil - Sony Xperia X Performance, 32GB, Cámara 23MP, Pantalla Full HD 5"", Rosa Oro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-performance-32gb-rosa-1334605#specifications,08/25/18 - 18:42:46,Sony,,,Sí ,4 ,1334605.0,663.0,5 ,Google Android™ M ,,X-Reality para móviles ,,
64 GB ,3000 mAh ,Sí ,"Móvil - Meizu Pro 7, 5.2'', Full HD, 4 GB RAM, Memoria de 64 GB, Cámara Doble 12 + 12 Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-meizu-pro-7-5.2-full-hd-4-gb-ram-1380768#specifications,08/25/18 - 18:42:48,Meizu,,,,8 ,1380768.0,426.0,,Android ,"De 5” a 5,4” ",Super AMOLED ,4 GB LPDDR4X ,
