Almacenamiento interno,Capacidad,Cámara,Descripcion,Direccion,Fecha,Marca,Megapíxeles,Modelo del procesador,NFC,Núcleos del procesador,Número de artículo,Precio,Pulgadas,Sistema operativo,Tamaño,Tecnología de imagen,Tipo,Velocidad 
64 ,4 ,Sí ,"Móvil - BQ Aquaris X2, 5.65"", Full HD+, Snapdragon 636, 4 GB RAM, 64 GB, 4G, 12 MP, Huella dactilar, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x2-5.65-full-hd-negro-1409783#specifications,08/25/18 - 18:37:55,BQ,,,,8 ,1409783.0,329.9,,Android™ 8.1.0 Oreo™ ,5.65 ,,Capacitiva ,
32 GB ,3 GB ,Sí ,"Móvil - BQ Aquaris V, 5.2'' , HD, 32 GB, 4G, 3 GB RAM, 12 MP, Huella dactilar, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-5.2-pulgadas-32gb-4g-1378852#specifications,08/25/18 - 18:37:56,BQ,,,,8 ,1378852.0,199.0,5.2 ,Android 7 Nougat ,,IPS ,,
32 GB eMMC ,3 GB ,,"Móvil - Sony Xperia XA1, 5"" HD, Dual Sim, Cámara 23 MPx, 3 GB RAM, 32 GB, Mediatek Helio P20, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-5-hd-dual-sim-1373865#specifications,08/25/18 - 18:37:57,Sony,,,,8 ,1373865.0,199.0,5 ,Android ,,Tecnología de mejora de imagen ,,
32GB eMCP ,3 GB ,Sí ,"Móvil - Asus ZenFone 3 Max, 5.2"", HD, Dual SIM, Red 4G, 32 GB, 3 GB RAM, Plata",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-3-max-5.2-hd-dual-sim-1383867#specifications,08/25/18 - 18:37:59,Asus,,,,4 ,1383867.0,199.0,5.2 ,Android™ 6.0 ,"5.2"" ",,,
128 ,4 GB ,,"Móvil - OPPO A3, 6.28"", Full HD+, Mediatek P60, 4 GB RAM, 128 GB, 16 MP + 8 MP, Dual Sim, Android 8.0, Negro",https://tiendas.mediamarkt.es/p/movil-oppo-a3-6.23-full-hd-plus-ips-mediatek-p60-1426484#specifications,08/25/18 - 18:38:00,Oppo,,,,8 ,1426484.0,299.0,6.28 ,Android 8.0 ,,,,
16 ,2 GB ,,"Móvil - Honor 7A, 5.7"", FullView, 13 MP + 8 MP, 3000 mAh, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-honor-7a-5.7-fullview-13-mp-8-mp-1424792#specifications,08/25/18 - 18:38:02,Honor,,,,8 ,1424792.0,140.0,5.7 ,Android 8.0 - EMUI 8.0 ,,,FullView ,
32 GB eMMC ,3 GB ,,"Móvil - Sony Xperia XA1, 5"" HD, Dual Sim, Cámara 23 MPx, 3 GB RAM, 32 GB, Mediatek Helio P20, Blanco",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-5-hd-3-gb-ram-32-gb-1373866#specifications,08/25/18 - 18:38:03,Sony,,,,8 ,1373866.0,199.0,5 ,Android ,"5"" ",,,
16 GB ,2 GB ,Sí ,"Móvil - Wiko Lenny 4, 5"", 2 GB RAM, 16 GB, Dual Sim, Negro",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-4-5-2-gb-ram-16-gb-dual-1407895#specifications,08/25/18 - 18:38:05,Wiko,,,,4 ,1407895.0,89.9,,Android ,"De 5” a 5,4” ",,,
32GB ,4 GB ,,"Móvil - Sony Xperia XA1 Plus, 5.5"", Full HD, Mediatek Helio P20, 4 GB RAM, 32 GB, 4G, 23 MP + 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-plus-azul-1380754#specifications,08/25/18 - 18:38:06,Sony,,,,8 ,1380754.0,249.0,5.5 ,Google Android™ N ,,,,
32 ,3 GB ,,"Móvil - BQ Aquaris V Plus, 5.5 pulgadas, 32 GB, 4G, 3 RAM, 12 Mpx, Full HD, Quick Charge 3.0, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-plus-5.5-pulgadas-32-1378855#specifications,08/25/18 - 18:38:07,BQ,,,,8 ,1378855.0,219.0,5.5 ,Android 7.1.2 (Nougat) ,,,,
16 GB EMMC ,1.5 ,,"Móvil - LG K8 (2017), Pantalla 5"", Quadcore, 1,5 GB de RAM, 16 GB eMMC, 13Mpx+5Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-lg-k8-2017-pantalla-5-quadcore-15-1375389#specifications,08/25/18 - 18:38:09,LG,,,,4 ,1375389.0,119.0,,Android 7.0 ,5 ,,,
64 ,4 GB ,,"Móvil - BQ Aquaris V Plus, 5.5'', Full HD, 64 GB, Red 4G, 4 GB RAM, 12 MP + 8 MP, Quick Charge 3.0, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-plus-5.5-pulgadas-64-1378857#specifications,08/25/18 - 18:38:11,BQ,,,,8 ,1378857.0,259.0,5.5 ,Android 7.1.2 (Nougat) ,,,"2,5D, Multitáctil, 10 puntos capacitiva, GFF, Cristal Dinorex™ (NEG), Tratamiento antihuellas, NTSC 85%, Quantum Color ",
64 GB ,4 GB ,,"Móvil - Nokia 7 Plus, 6"", Full HD+, Qualcomm Snapdragon 660, 4 GB RAM, 64 GB, 12 MP + 13 MP, 16 MP, 3800 mAh, Negro",https://tiendas.mediamarkt.es/p/movil-nokia-7-plus-qualcomm-snapdragon-1404167#specifications,08/25/18 - 18:38:13,Nokia,,,,8 ,1404167.0,399.0,,Android Oreo ,,IPS / LCD ,,
32 GB eMMC ,3 GB ,,"Móvil - Sony Xperia XA1, 5"" HD, Dual Sim, Cámara 23 MPx, 3 GB RAM, 32 GB, Mediatek Helio P20, Oro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-5-hd-dual-sim-1373867#specifications,08/25/18 - 18:38:14,Sony,,,,8 ,1373867.0,199.0,5 ,Android ,,Tecnología de mejora de imagen ,,
16 ,2 GB ,Sí ,"Móvil - Alcatel 1X, 5.3"", Mediatek MT6739, RAM 2 GB, Capacidad 16 GB, 13 MP + 8 MP, Vídeos Full HD, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-1x-5.3-1gb-16gb-negro-1418091#specifications,08/25/18 - 18:38:15,Alcatel,,,,4 ,1418091.0,109.99,5.3 ,Android ,,,,
16 ,2 GB ,Sí ,"Móvil - Alcatel 1X, 5.3"", Mediatek MT6739, RAM 2 GB, Capacidad 16 GB, 13 MP + 8 MP, Vídeos Full HD, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-1x-5.3-1gbram-16gb-dorado-1418108#specifications,08/25/18 - 18:38:16,Alcatel,,,,4 ,1418108.0,109.99,5.3 ,Android ,,,,
64 GB ,4 GB ,,"Móvil - Sony Xperia XZ2, 5.7'', Full HD+, 4K, HDR, Snapdragon 845, 4 GB RAM, 64 GB, 19 MP + 5 MP, Verde",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz2-5.7-full-hd-4k-hdr-verde-1401425#specifications,08/25/18 - 18:38:17,Sony,,,,,1401425.0,758.0,5.7 ,Google Android™ O ,,,Plataforma móvil Qualcomm® Snapdragon™ 845 ,
64 GB ,4 GB ,,"Móvil - Nokia 7 Plus, 6"", Full HD+, Qualcomm Snapdragon 660, 4 GB RAM, 64 GB, 12 MP + 13 MP, 16 MP, 3800 mAh, Blanco",https://tiendas.mediamarkt.es/p/movil-nokia-7-plus-6-qualcomm-snapdragon-1404168#specifications,08/25/18 - 18:38:18,Nokia,,,,8 ,1404168.0,399.0,,Android Oreo ,,IPS / LCD ,,
8 GB ,1 GB ,,"Móvil - Nokia 1, 4.5"" FWVGA, IPS, MediaTek MT6737M, 1 GB RAM, 8 GB, 5 MP + 2 MP, Dual SIM, Azul",https://tiendas.mediamarkt.es/p/movil-nokia-1-4.5-fwvga-ips-mediatek-azul-1404170#specifications,08/25/18 - 18:38:20,Nokia,,,,4 ,1404170.0,89.0,4.5 ,Android 8.1 Oreo (Go Edition) ,,,,
16 ,2800 mAh ,,"Móvil - ZTE Blade V8 Mini, 5 Pulgadas, 2 GB RAM, Dual Sim, 4G, 13Mpx+5Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-zte-blade-v8-mini-5-pulgadas-negro-1371225#specifications,08/25/18 - 18:38:21,ZTE,,,,8 ,1371225.0,139.0,5 ,N 7.0 ,,,,
32 GB ,3 GB ,Sí ,"Móvil - Honor 9 Lite, 5.65"", 32GB, 4 cámaras, 13 + 2 MP, RAM 3GB, Pantalla infinita Full HD+, Octa Core, Dual SIM, 4G, Negro",https://tiendas.mediamarkt.es/p/movil-honor-9-lite-5.65-32gb-fhd-negro-1397099#specifications,08/25/18 - 18:38:22,Honor,,,Sí ,8 ,1397099.0,199.0,5.65 ,Android 8.0 + EMUI 8.0 ,"Mas de 5,5” ",Pantalla infinita ,,
16GB ,1 GB ,Sí ,"Móvil - Wiko Jerry 3, 5.45 pulgadas, Dual SIM, 3G, 4 núcleos, 16 GB, 1 Gb RAM, Android 8.1 Oreo Go Edition, Rojo",https://tiendas.mediamarkt.es/p/movil-wiko-jerry-3-5.45-pulgadas-dual-sim-1408836#specifications,08/25/18 - 18:38:23,Wiko,,,No ,4 ,1408836.0,89.99,5.45 ,Android 8.1 Oreo (GO Edition) ,,IPS ,,
32 GB eMMC ,3 GB ,,"Móvil - Sony Xperia XA1, 5"" HD, Dual Sim, Cámara 23 MPx, 3 GB RAM, 32 GB, Mediatek Helio P20, Rosa",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-5-hd-3-gb-ram-32-gb-1373868#specifications,08/25/18 - 18:38:25,Sony,,,,8 ,1373868.0,199.0,5 ,Android ,"5"" ",,,
16 GB ,2 GB ,,"Móvil - Motorola Moto C Plus, 5"", HD, MediaTek MT6737, 2 GB RAM, 16 GB, 8 MP + 2 MP, 4G, Negro",https://tiendas.mediamarkt.es/p/movil-motorola-moto-c-plus-hd-5-2-gb-ram-1367739#specifications,08/25/18 - 18:38:27,Motorola,,,,4 ,1367739.0,124.0,5 ,"Android™ 7.0, Nougat ","De 5” a 5,4” ",,,
16 GB ,2 GB ,Sí ,"Móvil - Sony XPERIA L1, 5.5"", Red 4G, 4 núcleos, Capacidad 16GB, Cámara de 13 MP, Blanco",https://tiendas.mediamarkt.es/p/smartphone-sony-xperia-l1-5-5-red-4g-4-1362897#specifications,08/25/18 - 18:38:29,Sony,,,Sí ,4 ,1362897.0,179.0,,,,,,
64 GB ,4 GB ,,"Móvil - Sony Xperia XZ1, 5.2'', 4GB RAM, 64GB, Snapdragon 835, Rosa",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz1-5.2-64gb-rosa-1376884#specifications,08/25/18 - 18:38:29,Sony,,,,,1376884.0,389.0,5.2 ,Android 8.0 Oreo ,"De 5” a 5,4” ",X-Reality™ ,Qualcomm Snapdragon 835 ,
64 ,4 ,,"Móvil - LG V30, 6"" OLED FullVision QHD+, 64 GB, Cámara dual 16MP y 13MP, 3300 mAh, Rosa",https://tiendas.mediamarkt.es/p/movil-lg-v30-6-oled-fullvision-qhd-64-gb-1397251#specifications,08/25/18 - 18:38:31,LG,,,,8 ,1397251.0,699.0,6 ,Android 7.1.2 Nougat ,"Mas de 5,5” ",OLED ,,
32 GB ,3 GB ,Sí ,"Móvil - Nokia 6.1, 5.5"", Full HD, IPS, Snapdragon 630, 3 GB RAM, 32 GB, 16 MP + 8 MP, Vídeo 4K, Negro",https://tiendas.mediamarkt.es/p/movil-nokia-6.1-5.5-full-hd-ips-negro-1404165#specifications,08/25/18 - 18:38:32,Nokia,,,Sí ,8 ,1404165.0,229.0,,Android 8.0 Oreo ,,,,
32 GB ,3 GB ,Sí ,"Móvil - BQ Aquaris V, 5.2'', 32 GB, 4G, 3 GB RAM, 12 Mpx, Huella dactilar, HD, Blanco y oro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-5.2-pulgadas-32-gb-4g-1398190#specifications,08/25/18 - 18:38:34,BQ,,,,8 ,1398190.0,199.0,5.2 ,Android 7 Nougat ,,IPS ,,
16GB ,2GB ,,"Móvil - Motorola Moto E5 Plus, 6"", HD+, Qualcomm Snapdragon 425, 2GB RAM, 16GB, Cámara 12MP + 5MP, 4G, Lector de huella, Gris",https://tiendas.mediamarkt.es/p/movil-motorola-moto-e5-plus-6-hd-gris-1409663#specifications,08/25/18 - 18:38:35,Motorola,,,Sí ,4 ,1409663.0,164.0,,"Android™ 8.0, Oreo™ ","Mas de 5,5” ",LCD IPS ,,
16 ,2 ,Sí ,"Móvil - ZTE Blade A6, 5.2'', HD, 2GB RAM, 16GB, Negro",https://tiendas.mediamarkt.es/p/movil-zte-blade-a6-5.2-pulgadas-2-gb-ram-1373576#specifications,08/25/18 - 18:38:37,ZTE,,,,8 ,1373576.0,169.0,5.2 ,Android N ,,,,
64GB ,4GB ,,"Móvil - Asus ZENFONE 4 SELFIE, 5.5, 4G, 20MP frontal y 16MP trasera, 64GB, Negro",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-4-selfie-5.5-4g-20mp-1391971#specifications,08/25/18 - 18:38:38,Asus,,,,,1391971.0,299.0,5.5 ,Android ,,,,
16 ,1 GB ,Sí ,"Móvil - Alcatel 3C, 6"", DS, 3G, Quad Core, 16 GB, 8 MP, Blanco",https://tiendas.mediamarkt.es/p/movil-alcatel-3c-6-ds-3g-quad-core-16-gb-1409186#specifications,08/25/18 - 18:38:40,Alcatel,,,,4 ,1409186.0,109.99,,Android Nougat ,"Mas de 5,5” ",,,
32 ,3 ,Sí ,"Móvil - BQ Aquaris X2, 5.65"", Full HD+, Snapdragon 636, 3 GB RAM, 32 GB, 4G, 12 MP, Huella dactilar, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x2-5.65-full-hd-negro-1409781#specifications,08/25/18 - 18:38:41,BQ,,,,8 ,1409781.0,299.0,,Android™ 8.1.0 Oreo™ ,5.65 ,,Capacitiva ,
32GB ,3GB ,,"Móvil - Motorola Moto G6, 5.7"", Full HD+, Qualcomm Snapdragon 450, 3GB RAM, 32GB, Cámara 12MP + 8MP, 4G, índigo",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g6-full-hdplus-32gb-1407516#specifications,08/25/18 - 18:38:42,Motorola,,,Sí ,8 ,1407516.0,241.0,,"Android™ 8.0, Oreo™ ",,,,
16GB ,1 GB ,Sí ,"Móvil - Wiko Jerry 3, 5.45 pulgadas, Dual SIM, 3G, 4 núcleos, 16 GB, 1 Gb RAM, Android 8.1 Oreo Go Edition, Azul",https://tiendas.mediamarkt.es/p/movil-wiko-jerry-3-5.45-pulgadas-dual-sim-1408834#specifications,08/25/18 - 18:38:44,Wiko,,,No ,4 ,1408834.0,89.9,5.45 ,Android 8.1 Oreo (GO Edition) ,,IPS ,,
64 GB ,4 GB ,Sí ,"Móvil - Samsung Galaxy S9, 5.8"", Curva Super AMOLED, Octa-Core, 64 GB, 4 GB RAM, 12 MP + 8 MP, Red 4G, 3000 mAh, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s9-5.8-curva-super-amoled-1422262#specifications,08/25/18 - 18:38:46,Samsung,,,,8 ,1422262.0,805.0,5.8 ,Android ,,,,
8 ,512 MB ,Sí ,"Móvil - Wiko Sunny 2, 4"", Quad-Core, Dual Sim, 8 GB, 5 MP + 2 MP, Plateado",https://tiendas.mediamarkt.es/p/movil-wiko-sunny-2-4-quad-core-dual-sim-8-1407855#specifications,08/25/18 - 18:38:46,Wiko,,,,,1407855.0,56.99,4 ,Android ,,,,
32 GB ,3 GB ,,"Móvil - LG Q6, Pantalla 5.5 pulgadas Fullvision Full HD, reconocimiento facial, Platino",https://tiendas.mediamarkt.es/p/movil-lg-q6-pantalla-5.5-pulgadas-1374387#specifications,08/25/18 - 18:38:48,LG,,,,8 ,1374387.0,219.0,5.5 ,Android ,,,,
64 ,8 GB ,,"Móvil gaming - Razer Phone, 5.7"", Qualcomm Snapdragon 835, 8 GB RAM, 64 GB, 120 Hz, UltraMotion, 12 MP + 8 MP, 4000 mAh, Negro",https://tiendas.mediamarkt.es/p/movil-gaming-razer-phone-5.7-qualcomm-1423898#specifications,08/25/18 - 18:38:50,Razer,,,,8 ,1423898.0,779.0,,,,"UltraMotion, 120 HZ, Wide Color Gamut ",,
32GB ,,Sí ,"Móvil - iPhone 7, 32GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Negro brillante",https://tiendas.mediamarkt.es/p/movil-iphone-7-32gb-red-4g-lte-pantalla-1376791#specifications,08/25/18 - 18:38:51,Apple,,,Sí ,,1376791.0,608.0,4.7 ,iOS ,4.7 pulgadas ,,,
16 ,2 GB ,,"Móvil - LG K11, 5.3"", HD, IPS, Mediatek MT6750, 2 GB RAM, 16 GB, 13 MP + 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-lg-k11-5.3-hd-ips-mediatek-mt6750-2-gb-azul-1422406#specifications,08/25/18 - 18:38:52,LG,,,,8 ,1422406.0,190.0,5.3 ,Android Nougat 7.1.2 ,,,,
32 ,3 GB ,,"Móvil - BQ Aquaris V Plus, 5.5 pulgadas, 32 GB, 4G, 3 RAM, 12 Mpx, Full HD, Quick Charge 3.0, Blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-plus-5.5-pulgadas-32-1378856#specifications,08/25/18 - 18:38:55,BQ,,,,8 ,1378856.0,219.0,5.5 ,Android 7.1.2 (Nougat) ,,,,
16 ,2 GB ,,"Móvil - Nokia 3.1, 5.2"", MediaTek MT6750, 16 GB, Dual SIM, 4G, Negro",https://tiendas.mediamarkt.es/p/movil-nokia-3.1-5.2-mediatek-mt6750-16-gb-1423669#specifications,08/25/18 - 18:38:56,Nokia,,,Sí ,8 ,1423669.0,149.0,5.2 ,Android 8.0 Oreo ,,LTPS IPS ,,
16 ,1 GB ,Sí ,"Móvil - Alcatel 3L, 5.5"", 4G, Quad Core, 2 GB RAM, 16 GB, 13 MP, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-3l-5.5-4g-quad-core-2-gb-1421847#specifications,08/25/18 - 18:38:58,Alcatel,,,,4 ,1421847.0,119.0,,Android Nougat ,,,IPS ,
8 GB ,1 GB ,Sí ,"Tablet - Alcatel Pixi 4, 7"", 8 GB, 2 MP, Blanco",https://tiendas.mediamarkt.es/p/tablet-alcatel-pixi-4-7-8-gb-2-mp-blanco-1404299#specifications,08/25/18 - 18:38:59,Alcatel,,,,,1404299.0,79.0,7 ,Android ,,WSVGA ,,
128GB ,,,"Móvil - Apple iPhone 6S de 128GB con red 4G, pantalla retina HD de 4,7"" y cámara 12 mp, dorado",https://tiendas.mediamarkt.es/p/movil-iphone-6s-de-128gb-con-red-4g-p-1296079#specifications,08/25/18 - 18:39:00,Apple,,,,,1296079.0,639.0,4.7 ,iOS ,"De 4” a 4,9” ",3D Touch ,,
128 ,6GB ,Sí ," Móvil - Honor View 10, 5.99"", 6 GB RAM, 128 GB ROM, Cámara doble lente 20 + 16 MP, Azul",https://tiendas.mediamarkt.es/p/-movil-honor-view-10-5.99-6-gb-ram-128-gb-1397296#specifications,08/25/18 - 18:39:01,Honor,,,,8 ,1397296.0,465.0,,Android 8.0 + EMUI 8.0 ,,,,
16 ,1 GB ,Sí ,"Móvil - Alcatel 3C, 6"", DS, 3G, Quad Core, 16 GB, 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-3c-6-ds-3g-quad-core-16-gb-1409184#specifications,08/25/18 - 18:39:02,Alcatel,,,,4 ,1409184.0,109.99,,Android Nougat ,"Mas de 5,5” ",,,
32GB ,3GB ,,"Móvil - ASUS ZENFONE MAX PLUS, Plata Azul, 5.7”, 4G, 8 MP frontal y 8 MP+16 MP trasera, 32GB internos, Android™ 7.0",https://tiendas.mediamarkt.es/p/asus-zenf-max-plus-57pds4g8n32gbb-1397517#specifications,08/25/18 - 18:39:03,Asus,,,,8 ,1397517.0,299.0,5.7 ,Android ,"5.7"" ",,,
16 ,2 GB ,,"Móvil - Meizu M5C, 5"" HD, 2 GB RAM, 16 GB, 8 + 5 Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-meizu-m5c-5-hd-2-gb-ram-16-gb-8-5-1380764#specifications,08/25/18 - 18:39:05,Meizu,,,,4 ,1380764.0,113.0,5 ,Android ,,,Capacitiva ,
32 GB ,4 GB ,Sí ,"Móvil - Sony Xperia XA2 Ultra, 6"" Full HD, Snapdragon 630, 4 GB RAM, 32 GB, 23 MP, Vídeo 4K, Dorado",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-ultra-dorado-1399657#specifications,08/25/18 - 18:39:06,Sony,,,,8 ,1399657.0,369.0,6 ,Android ,,,,
16 GB ,2 GB ,,"Móvil - BQ Aquaris U2 Lite, 5.2"", HD, 16 GB, 2 GB RAM, 8 MP, Blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-u2-lite-5.2-hd-16-gb-2-blanco-1378860#specifications,08/25/18 - 18:39:08,BQ,,,,4 ,1378860.0,139.0,,Android 7.1.2 (Nougat). Actualizable a Android 8 (Oreo) ,,,LiPo 3100 mAh ,
16 GB ,1 GB ,Sí ,"Móvil - Wiko Lenny 4 Plus, 5.5"", 1 GB RAM, 16 GB, Dual Sim, Azul",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-4-plus-5.5-1-gb-ram-16-1407893#specifications,08/25/18 - 18:39:10,Wiko,,,,4 ,1407893.0,89.9,,Android ,"De 5” a 5,4” ",,,
32 ,3 GB ,,"Móvil - Alcatel 5, Pantalla 5.7"" HD+, Octa Core, RAM 3 GB, Capacidad 32 GB, Camara Selfie Dual 16 MP + 8 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-5-5.7-octacore-ram3gb-32gb-dorado-1418095#specifications,08/25/18 - 18:39:11,Alcatel,,,,8 ,1418095.0,199.99,5.7 ,Android ,,,,
64 GB ,4 GB ,,"Pack Huawei - Huawei Mate 10 + Báscula AH100, Kirin 970, 5.9"", 64 GB, 4 GB RAM, Dorado",https://tiendas.mediamarkt.es/p/pack-huawei-huawei-mate-10-bascula-200006474#specifications,08/25/18 - 18:39:12,Huawei,,,,,200006474.0,499.0,5.9 ,Android 8 Oreo ,"Mas de 5,5” ",IPS ,Capacitiva ,
16 ,2 GB ,Sí ,"Móvil - Alcatel 1X, 5.3"", Mediatek MT6739, RAM 2 GB, Capacidad 16 GB, 13 MP + 8 MP, Vídeos Full HD, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-1x-5.3-ram1gb-16gb-azul-1418106#specifications,08/25/18 - 18:39:13,Alcatel,,,,4 ,1418106.0,109.99,5.3 ,Android ,,,,
256 GB ,hasta 10 días (250 horas) ,,"Móvil - iPhone 7 de 256GB con red 4G LTE, pantalla Retina HD de 4.7"" y cámara gran angular de 12 Mpx, negro brillante",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-256gb-con-red-4g-lte-negro-brillante-1340042#specifications,08/25/18 - 18:39:14,Apple,,,Sí ,,1340042.0,855.0,4.7 ,iOS ,"4.7"" ",,,
16 GB ,2 GB ,Sí ,"Móvil - Motorola Moto C Plus, 5"", HD, MediaTek MT6737, 2 GB RAM, 16 GB, 8 MP + 2 MP, 4G, Dorado",https://tiendas.mediamarkt.es/p/movil-motorola-moto-c-plus-dorado-1367740#specifications,08/25/18 - 18:39:16,Motorola,,,,4 ,1367740.0,122.0,5 ,"Android™ 7.0, Nougat ","De 5” a 5,4” ",,,
8 ,512 MB ,Sí ,"Móvil - Wiko Sunny 2, 4"", Quad-Core, Dual Sim, 8 GB, 5 MP + 2 MP, Lima",https://tiendas.mediamarkt.es/p/movil-wiko-sunny-2-4-quad-core-dual-sim-8-1407890#specifications,08/25/18 - 18:39:17,Wiko,,,,,1407890.0,59.9,4 ,Android ,,,,
32 GB ,3 GB ,Sí ,"Móvil - Sony Xperia XA2, 5.2"" Full HD, RAM 3 GB, 32 GB, Cámara 23 MP, Vídeo 4K, Rosa",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-5.2-full-hd-ram-3-1399653#specifications,08/25/18 - 18:39:19,Sony,,,,8 ,1399653.0,279.0,5.2 ,Android ,,,,
32 GB ,3 GB ,Sí ,"Móvil - Sony Xperia XA2, 5.2"" Full HD, RAM 3 GB, 32 GB, Cámara 23 MP, Vídeo 4K, Azul",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-5.2-full-hd-ram-3-1399652#specifications,08/25/18 - 18:39:20,Sony,,,,8 ,1399652.0,279.0,5.2 ,Android ,,,,
16 GB ,2 GB ,,"Móvil - BQ Aquaris U2, 5.2"", HD, 16 GB, 2 GB RAM, 13 MP, Blanco y dorado",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-u2-5.2-hd-16-gb-2-gb-ram-1400302#specifications,08/25/18 - 18:39:22,BQ,,,,8 ,1400302.0,159.0,,Android 7.1.2 (Nougat). Actualizable a Android 8 (Oreo) ,,,LiPo 3100 mAh ,
64GB ,4GB ,,"Móvil - Asus ZENFONE 4 SELFIE, 5.5”, 4G, 20 + 8 MP y 16GB, 64GB interno, Dorado",https://tiendas.mediamarkt.es/p/asus-zenf-4-selfie-5-5pds4g8n64gbg-1391973#specifications,08/25/18 - 18:39:24,Asus,,,,8 ,1391973.0,291.0,5.5 ,Android ,,,,
8 GB ,2580mAh ,,"Móvil - Alcatel PIXI 4, 6"", red 3G, 8GB, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-pixi-4-6-tft-3g-8gb-negro-1337773#specifications,08/25/18 - 18:39:25,Alcatel,,,,,1337773.0,115.0,6 ,Android ,"Mas de 5,5” ",HD ,Capacitiva ,
16GB ,2GB ,,"Smartphone - ZTE Blade A910, 5.5"", MTK6735, 16 GB, 13 MP + 8 MP, Red 4G, Dual SIM, Gris",https://tiendas.mediamarkt.es/p/smartphone-zte-a910-5-5-red-4g-4-nucleos-1366588#specifications,08/25/18 - 18:39:27,ZTE,,,,4 ,1366588.0,159.0,5.5 ,Android 6.0 ,,,,
16GB ,2GB ,,"Móvil - ZTE A910, 5.5"", Red 4G, 4 núcleos, Memoria 16GB, Dorado",https://tiendas.mediamarkt.es/p/smartphone-zte-a910-5-5-red-4g-4-nucleos-1366589#specifications,08/25/18 - 18:39:28,ZTE,,,,4 ,1366589.0,159.0,5.5 ,Android 6.0 ,,,,
128 ,6GB ,Sí ," Móvil - Honor View 10, 5.99"", 6 GB RAM, 128 GB ROM, Cámara doble lente 20 + 16 MP, Negro",https://tiendas.mediamarkt.es/p/-movil-honor-view-10-5.99-6-gb-ram-128-gb-1397297#specifications,08/25/18 - 18:39:30,Honor,,,,8 ,1397297.0,465.0,,Android 8.0 + EMUI 8.0 ,,,,
32GB ,3GB ,,"Móvil - Asus ZENFONE MAX PLUS, Metal oro, 5.7”, 4G, 8 MP frontal y 8 MP+16 MP trasera, 32GB internos, Android™ 7.0",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-max-plus-metal-oro-1397518#specifications,08/25/18 - 18:39:31,Asus,,,No ,8 ,1397518.0,299.0,5.7 ,Android™ 7.0 Nougat ,"5.7"" ",,,
32 GB ,3 GB ,Sí ,"Móvil - Honor 9 Lite, 5.65"", 32GB, 4 cámaras, 13 + 2 MP, RAM 3GB, Pantalla infinita Full HD+, Octa Core, Dual SIM, 4G, Gris",https://tiendas.mediamarkt.es/p/movil-honor-9-lite-5-65-32gb-doble-sensor-1397100#specifications,08/25/18 - 18:39:33,Honor,,,Sí ,8 ,1397100.0,199.0,5.65 ,Android 8.0 + EMUI 8.0 ,"Mas de 5,5” ",Pantalla infinita ,,
