,Almacenamiento interno,Descripcion,Direccion,Fecha,Marca,Precio,Pulgadas
276,32.0,"Móvil - Motorola Moto G5S, 5.2"" Full HD, Red 4G, 3 GB RAM, 16MP + 5MP, 32 GB, Gris",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g5s-5.2-full-hd-red-1375392#specifications,08/25/18 - 18:41:23,Motorola,222.0,5.2
277,16.0,"Móvil - Xiaomi Redmi 5A, 5"", HD, 2 GB RAM, 16 GB, Cámaras 13 MP + 5 MP, Dual Sim, Gris + ",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5a-5-hd-2gb-ram-16gb-1391953#specifications,08/25/18 - 18:41:24,Xiaomi,89.0,5.5
278,32.0,"Móvil - Samsung A5 2017, 5.2"", Super AMOLED, 32 GB, 4G, 16 MP, Azul",https://tiendas.mediamarkt.es/p/movil-samsung-a5-2017-azul-5-2-32-g-1353460#specifications,08/25/18 - 18:41:25,Samsung,199.0,5.2
279,32.0,"Móvil - Motorola Moto G5S, 5.2"", Full HD, Qualcomm Snapdrago 430, RAM 3 GB, 32GB, 16MP + 5MP, 4G, Oro fino",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g5-s-5.2-full-hd-red-1375391#specifications,08/25/18 - 18:41:27,Motorola,186.0,5.2
280,64.0,"Móvil - Huawei P Smart +, 6.3"", Full HD+, Kirin 710, 4 GB RAM, 64 GB, 24 MP + 2 MP, Dual Nano SIM, Iris purple",https://tiendas.mediamarkt.es/p/movil-huawei-p-smart-plus-6.3-full-hd-kirin-iris-purple-1427901#specifications,08/25/18 - 18:41:28,Huawei,289.0,5.5
281,128.0,"Pack móvil - Huawei P20 Pro, OLED 6.1"" Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB, Lila + Auriculares inalámbricos Huawei FreeBuds",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-pro-oled-6.1-lila-auriculares-freebuds-200008053#specifications,08/25/18 - 18:41:29,Huawei,799.0,6.1
282,128.0,"Pack móvil - Huawei P20 Pro, OLED 6.1"" Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB + Auriculares inalámbricos Huawei FreeBuds",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-pro-oled-6.1-full-auriculares-freebuds-200008052#specifications,08/25/18 - 18:41:30,Huawei,776.0,6.1
283,16.0,"Móvil - Motorola Moto G5, 5'', Full HD, Qualcomm Snapdragon 430, 3 GB RAM, 16GB, 13 MP + 5MP, Dorado",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g5-full-hd-5-16-gb-1359277#specifications,08/25/18 - 18:41:32,Motorola,160.0,5.5
284,32.0,"Móvil - Xiaomi Redmi S2, 6"", Full HD, 4G, 32 GB, Snapdragon 625 Octa-Core, Dual Sim, Cámara trasera dual 12 + 5 MP con IA, Sensor de huella dactilar, Rosa",https://tiendas.mediamarkt.es/p/xiaomi-redmis2-5-99p4g8n32gbp-1427238#specifications,08/25/18 - 18:41:33,Xiaomi,179.0,5.9
285,32.0,"Móvil - Huawei Y9 (2018), 5.93"", HD, HiSilicon Kirin 659, 3 GB RAM, 32 GB, 16 MP, 8 MP, Dual Sim, Azul",https://tiendas.mediamarkt.es/p/movil-huawei-y9-2018-5.93-hd-hisilicon-1405933#specifications,08/25/18 - 18:41:35,Huawei,199.0,5.93
286,8.0,"Móvil - Wiko Sunny 2, 4"", Quad-Core, Dual Sim, 8 GB, 5 MP + 2 MP, Negro",https://tiendas.mediamarkt.es/p/movil-wiko-sunny-2-4-quadcore-8gb-negro-1407643#specifications,08/25/18 - 18:41:37,Wiko,49.9,4.0
287,8.0,"Móvil - Alcatel U5, 5 pulgadas, FWVGA, 3G, 8GB, 8MP, Blanco",https://tiendas.mediamarkt.es/p/movil-alcatel-u5-5-pulgadas-fwvga-3g-8gb-1374733#specifications,08/25/18 - 18:41:38,Alcatel,69.0,5.0
288,64.0,"Móvil - Xiaomi MI A1, 5.5"", Full HD, 4K, 4G, 64 GB, Octa-Core, cámara 12MP, Rosa",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-a1-5.5-rosa-4g-8n-64gb-1384731#specifications,08/25/18 - 18:41:39,Xiaomi,206.0,5.5
289,16.0,"Móvil - Xiaomi Redmi 5A, 5"", HD, 2 GB RAM, 16 GB, Cámaras 13 MP + 5MP, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5a-5-hd-2gb-ram-16gb-1391951#specifications,08/25/18 - 18:41:40,Xiaomi,89.0,5.5
290,128.0,"Móvil - Huawei P20 Pro, OLED 6.1"" Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB, Triple cámara Leica, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-huawei-p20-pro-oled-6.1-1402705#specifications,08/25/18 - 18:41:42,Huawei,779.0,6.1
291,128.0,"Móvil - Huawei P20 Pro, OLED 6.1 Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB, Triple cámara Leica, Dual SIM, Lila",https://tiendas.mediamarkt.es/p/movil-huawei-p20-pro-oled-6.1-full-hd-1402707#specifications,08/25/18 - 18:41:43,Huawei,799.0,6.1
292,32.0,"Móvil - Xiaomi MI A1, 5.5"", Full HD, 4K, 4G, 32 GB, Octa-Core, Cámara 12 MP, Rojo",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-a1-5.5-full-hd-4k-4g-32-1394744#specifications,08/25/18 - 18:41:44,Xiaomi,179.0,5.5
293,16.0,"Móvil - Alcatel U5 HD Premium, 5"" IPS HD, 4G, Quad Core, 16 GB, 2 GB RAM, Cámara 8 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-u5-premium-dorado-5.5-ips-1384560#specifications,08/25/18 - 18:41:45,Alcatel,88.99,5.0
294,16.0,"Móvil - Xiaomi Redmi 4A Global, 5"", HD, Red 4G, 2 GB RAM, 16 GB, 13 MP + 5 MP, Gris oscuro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-4a-global-5-hd-red-4g-1383688#specifications,08/25/18 - 18:41:47,Xiaomi,108.0,5.0
295,2.0,"Móvil - Huawei Y6 2017, 5'', HD, IPS, MediaTek MT6737T, 2 GB RAM, 16 GB, 4G, 13 MP + 5 MP, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-huawei-y6-2017-16gb-red-4g-hd-5-1374118#specifications,08/25/18 - 18:41:47,Huawei,99.0,5.0
296,16.0,"Móvil - Samsung Galaxy A3 2017, 4.7'', Red 4G, 2 GB RAM, 16 GB, 13 MP, Negro",https://tiendas.mediamarkt.es/p/samsung-a3-17-4-7p4g8n16gbb-negro-1353459#specifications,08/25/18 - 18:41:48,Samsung,199.0,5.5
297,32.0,"Móvil - Apple iPhone 6S Plus, 5.5'', 32 GB, Red 4G, Gris espacial",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-32gb-pant-1340047#specifications,08/25/18 - 18:41:49,Apple,549.0,5.5
298,16.0,"Móvil - ZTE A610, 5'', HD, Red 4G, 16 GB, 2 GB RAM, 13 MP + 5 MP, Gris",https://tiendas.mediamarkt.es/p/movil-zte-a610-5-pulgadas-red-4g-16-gris-1348151#specifications,08/25/18 - 18:41:51,ZTE,149.0,5.5
299,32.0,"Móvil - iPhone 7 PLUS de 32GB, pantalla Retina HD de 5.5"" y doble cámara, Rosa dorado",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-32gb-pantalla-rosadorado-1339995#specifications,08/25/18 - 18:41:51,Apple,759.0,5.5
300,128.0,"Pack Móvil - Huawei P20 Pro, OLED 6.1"" Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB, Triple cámara, Dual SIM, Negro + Cámara Huawei EnVizion 360, Dual 13 MP, 2K, Negra",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-pro-oled-6.1-full-200007550#specifications,08/25/18 - 18:41:52,Huawei,802.0,6.1
301,32.0,"Móvil - Moto Z Play, 32 GB, 5.5"" 5MP, red 4G, Negro",https://tiendas.mediamarkt.es/p/movil-moto-z-play-32-gb-5-5-5mp-r-1343132#specifications,08/25/18 - 18:41:53,Motorola,449.0,5.5
302,64.0,"Móvil - Xiaomi Mi Max 2, 6.44'', Full HD, Red 4G, 64 GB, 12 MP, 5 MP, Negro",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-max-2-red-4g-64-gb-12mpx-1383696#specifications,08/25/18 - 18:41:55,Xiaomi,250.0,6.44
303,128.0,"Pack Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Negro + Altavoz inalámbrico Huawei Soundstone, Negro",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-5.8-full-hd-plus-200008047#specifications,08/25/18 - 18:41:57,Huawei,549.0,5.8
304,16.0,"Móvil - Alcatel 1C, 5.3"", Mediatek MT6580M, 16 GB, 13 MP + 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-1c-5.3-mediatek-mt6580m-azul-1416432#specifications,08/25/18 - 18:41:58,Alcatel,84.99,5.3
305,16.0,"Móvil - Alcatel 1C, 5.3"", Mediatek MT6580M, 16 GB, 13 MP + 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-1c-mediatek-mt6580m-negro-1416431#specifications,08/25/18 - 18:41:59,Alcatel,84.99,5.3
306,32.0,"Móvil - iPhone 7 PLUS de 32GB, pantalla Retina HD de 5.5"" y doble cámara, Negro",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-32gb-pantalla-negro-1339992#specifications,08/25/18 - 18:42:00,Apple,759.0,5.5
307,16.0,"Móvil - BQ Aquaris U, 5'', FHD, Dual SIM, 16 GB, Snapdragon 430, Gris",https://tiendas.mediamarkt.es/p/movi-bq-aquaris-u-dual-sim-16gb-pa-1343382#specifications,08/25/18 - 18:42:01,BQ,129.0,5.0
308,16.0,"Móvil - Wiko Lenny 3, 16GB, Dual Sim, 5 pulgadas, color Dorado",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-3-16gb-dual-sim-5-1343492#specifications,08/25/18 - 18:42:02,Wiko,74.9,5.0
309,32.0,"Móvil - Xiaomi Redmi 5 Plus, 5.99"", Full HD, 3 GB RAM, 32 GB, 12 MP, Dual SIM, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5-plus-5.99-full-hd-3-oro-1400527#specifications,08/25/18 - 18:42:03,Xiaomi,173.0,5.99
310,64.0,"Móvil - Samsung Galaxy Note 8, 6.3'', Red 4G, Cámara Dual, 64 GB, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-note-8-pantalla-6.3-1374116#specifications,08/25/18 - 18:42:04,Samsung,649.0,6.3
311,16.0,"Móvil - Samsung A3 2017, 4.7'', Red 4G, 16 GB, 13 MP, Azul",https://tiendas.mediamarkt.es/p/movil-samsung-a3-2017-pantalla-4-7-azul-1353456#specifications,08/25/18 - 18:42:06,Samsung,199.0,5.5
312,16.0,"Móvil - LG K10 2017, 5.3"" HD, 13 Mpx, 2 GB RAM, Memoria de 16 GB, Negro",https://tiendas.mediamarkt.es/p/movil-lg-k10-2017-5.3-hd-13-mpx-2-gb-ram-1370630#specifications,08/25/18 - 18:42:07,LG,139.0,5.3
313,64.0,"Móvil - Samsung Galaxy S8+, 6.2'', QHD+, Octa-Core, 4 GB RAM, Red 4G, 12 MP, 64 GB, Azul océano",https://tiendas.mediamarkt.es/p/smartphone-samsung-galaxy-s8-pantalla-1370349#specifications,08/25/18 - 18:42:08,Samsung,589.0,6.2
314,16.0,"Móvil - Samsung Galaxy J3 (2017), 5'', HD, 16 GB, 2 GB RAM, Dual SIM, Plateado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j3-2017-16-gb-5-hd-1372133#specifications,08/25/18 - 18:42:09,Samsung,159.0,5.0
315,16.0,"Móvil - BQ Aquaris U Lite, 5 Pulgadas, Dual Sim, red 4G, 16 GB, Cámara 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-u-lite-5-pulgadas-negro-1346199#specifications,08/25/18 - 18:42:10,BQ,119.0,5.0
316,32.0,"Móvil - Sony Xperia XA1 Plus, 5.5"", Full HD, Mediatek Helio P20, 4 GB RAM, 32 GB, 4G, 23 MP + 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-plus-negro-1380752#specifications,08/25/18 - 18:42:12,Sony,249.0,5.5
317,128.0,"Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-huawei-p20-5.8-full-hd-kirin-1402702#specifications,08/25/18 - 18:42:14,Huawei,549.0,5.8
318,128.0,"Móvil - iPhone 7 PLUS de 128GB, pantalla Retina HD de 5.5"" y doble cámara, rosa dorado",https://tiendas.mediamarkt.es/p/apple-iphone-7-plus-128gb-rose-gold-retina-hd-1339984#specifications,08/25/18 - 18:42:15,Apple,850.0,5.5
319,8.0,"Móvil - Samsung Galaxy J3 (2016), 8GB, Pantalla 5"" HD, Quad-Core, Red 4G, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j3-2016-8gb-p-1315549#specifications,08/25/18 - 18:42:15,Samsung,109.0,5.0
320,32.0,"Móvil - Apple iPhone 6S Plus, 5.5'', 32GB, Red 4G, Plata",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-32gb-pant-1340076#specifications,08/25/18 - 18:42:16,Apple,548.0,5.5
321,32.0,"Móvil - Sony Xperia XA2, 5.2"" Full HD, RAM 3 GB, 32 GB, Cámara 23 MP, Vídeo 4K, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-5.2-fullhd-ram3gb-32gb-23mp-4k-negro-1399650#specifications,08/25/18 - 18:42:18,Sony,279.0,5.2
322,64.0,"Móvil - Samsung Galaxy Note 8, Pantalla 6.3 pulgadas, Red 4G, Cámara Dual, 64 GB, Negro + Samsung Dex Station EE-MG950",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-note-8-pantalla-200006461#specifications,08/25/18 - 18:42:19,Samsung,1158.9,6.3
323,8.0,"Móvil - Alcatel U5, 5 pulgadas, FWVGA, 3G, 8GB, 8MP, Azul y negro",https://tiendas.mediamarkt.es/p/movil-alcatel-u5-5-pulgadas-fwvga-3g-8gb-1374734#specifications,08/25/18 - 18:42:20,Alcatel,68.99,5.0
324,64.0,"Móvil - Xiaomi MI A1, 5.5"", Full HD, 4K, 4G, Snapdragon 625, 64 GB, Cámara Dual 12MP, Oro",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-a1-5.5-full-hd-4k-4g-1384730#specifications,08/25/18 - 18:42:21,Xiaomi,216.0,5.5
325,16.0,"Móvil - Xiaomi Redmi Note 5A, 5.5"" HD, Snapdragon 425, 2 GB RAM, 16 GB, 13 MP + 5 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5a-5.5-hd-1384733#specifications,08/25/18 - 18:42:22,Xiaomi,119.0,5.5
326,32.0,"Móvil - BQ Aquaris X, 32GB, 4G, 16 Mpx, Huella dactilar, 5.2 pulgadas, Full HD, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x-negro-1363807#specifications,08/25/18 - 18:42:24,BQ,259.0,5.0
327,16.0,"Móvil - Huawei Y7, 5.5"" HD, 2 GB RAM, Memoria de 16 GB, 12 + 8 MPx, 4000 mAh, Gris",https://tiendas.mediamarkt.es/p/movil-huawei-y7-5.5-hd-2-gb-ram-memoria-1369345#specifications,08/25/18 - 18:42:25,Huawei,139.0,5.5
328,32.0,"Móvil phablet - Lenovo Phab 2, 6.4 pulgadas, 32 GB, Gris",https://tiendas.mediamarkt.es/p/movil-phablet-lenovo-phab-2-6-4-pulgadas-32-gb-gris-1347967#specifications,08/25/18 - 18:42:26,Lenovo,199.0,6.4
329,128.0,"Móvil - iPhone 7, 128GB, Red 4G LTE, Pantalla Retina HD 4.7"", Cámara gran angular 12 Mpx, Rosa dorado",https://tiendas.mediamarkt.es/p/apple-iphone-7-128gb-rose-gold-hd-retina-1340017#specifications,08/25/18 - 18:42:27,Apple,729.0,4.7
330,64.0,"Móvil - Nokia 8, 5.3"" Quad HD, IPS, 4 GB RAM, Memoria 64 GB, 13+13 MP, Plata",https://tiendas.mediamarkt.es/p/movil-nokia-8-5.3-quad-hd-ips-4-gb-ram-1379207#specifications,08/25/18 - 18:42:29,Nokia,499.0,5.3
331,64.0,"Móvil - Xiaomi MI A1, 5.5"", Full HD, 4K, 4G, 64 GB, Octa-Core, Cámara 12 MP, Negro",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-a1-5.5-full-hd-4k-4g-64-1383697#specifications,08/25/18 - 18:42:30,Xiaomi,206.0,5.5
332,16.0,"Móvil - Huawei Y5 2018, 5.5"", HD, IPS, Mediatek MT6739, 2 GB RAM, 16 GB, 4G, 8 MP + 5 MP, Dual Sim, Azul",https://tiendas.mediamarkt.es/p/movil-huawei-y5-2018-5.5-hd-ips-mediatek-1424163#specifications,08/25/18 - 18:42:31,Huawei,109.0,5.7
333,64.0,"Móvil - BQ Aquaris X2 Pro, 5.65"", Full HD+, Snapdragon 660, 4 GB RAM, 64 GB, 4G,Dual Camera 12 MP + 5 MP, Huella dactilar, Blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x2-pro-5.65-full-hd-blanco-1409785#specifications,08/25/18 - 18:42:32,BQ,379.9,5.5
334,64.0,"Móvil - Nokia 8, 5.3"" Quad HD, IPS, 4 GB RAM, Memoria 64 GB, 13+13 MP, Azul",https://tiendas.mediamarkt.es/p/movil-nokia-8-5.3-quad-hd-ips-4-gb-ram-1379206#specifications,08/25/18 - 18:42:33,Nokia,494.0,5.3
335,16.0,"Móvil - Xiaomi Redmi 4A, 5"" HD, Red 4G, RAM 2GB, 16 GB, 13Mpx+5Mpx, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-4a-5-hd-red-4g-ram-2gb-1384728#specifications,08/25/18 - 18:42:34,Xiaomi,105.0,5.0
336,32.0,"Móvil - Zopo Color S 5.5 1GB, 5.5 Pulgadas, Gris",https://tiendas.mediamarkt.es/p/movil-zopo-color-s-5-5-1gb-5-5-pulgad-1313864#specifications,08/25/18 - 18:42:35,Zopo,118.0,5.5
337,16.0,"Móvil - Asus Zenfone Go, 5'', HD, 16GB, 2GB RAM, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/asus-zenf-go-new-5pds4g4n16gbb-1370373#specifications,08/25/18 - 18:42:36,Asus,89.0,5.0
338,128.0,"Móvil - BQ Aquaris X Pro, 128GB, 4G, 12mpx, Huella dactilar, 5.2 pulgadas, Full HD, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x-pro-128gb-4g-12mpx-1363811#specifications,08/25/18 - 18:42:38,BQ,379.0,5.2
339,32.0,"Móvil - Moto Z Play, 32 GB, 5.5"" 5MP, red 4G, Blanco",https://tiendas.mediamarkt.es/p/movil-moto-z-play-32-gb-5-5-5mp-r-1343131#specifications,08/25/18 - 18:42:40,Motorola,408.0,5.5
340,16.0,"Móvil - Motorola Moto G de 3ª Generación, 16GB, red 4G, pantalla HD 5"", negro",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g-de-3-generacion-1298369#specifications,08/25/18 - 18:42:42,Motorola,208.0,5.0
341,16.0,"Móvil - Wiko Highway Star Plata, 16GB, red 4G, Dual SIM, pantalla HD de 5"" y cámara de 13 mp",https://tiendas.mediamarkt.es/p/movil-wiko-highway-star-plata-16gb-r-1287480#specifications,08/25/18 - 18:42:44,Wiko,276.0,5.0
342,16.0,"Móvil - Asus Zenfone Max, Pantalla 5.5"", Dual Sim, red 4G, 16GB, Blanco",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-max-pantalla-5-5-1320054#specifications,08/25/18 - 18:42:45,Asus,193.0,5.5
343,32.0,"Móvil - Sony Xperia X Performance, 32GB, Cámara 23MP, Pantalla Full HD 5"", Rosa Oro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-performance-32gb-rosa-1334605#specifications,08/25/18 - 18:42:46,Sony,663.0,5.0
344,64.0,"Móvil - Meizu Pro 7, 5.2'', Full HD, 4 GB RAM, Memoria de 64 GB, Cámara Doble 12 + 12 Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-meizu-pro-7-5.2-full-hd-4-gb-ram-1380768#specifications,08/25/18 - 18:42:48,Meizu,426.0,5.5
345,256.0,"Móvil - iPhone 8, 256GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Gris espacial",https://tiendas.mediamarkt.es/p/movil-iphone-8-256gb-red-4g-lte-pantalla-1376796#specifications,08/25/18 - 18:42:49,Apple,935.0,4.7
346,16.0,"Móvil - Alcatel 1C, 5.3"", Dual Sim, Mediatek MT6580M, 16 GB, 13 MP + 8 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-1c-mediatek-dorado-1416433#specifications,08/25/18 - 18:42:51,Alcatel,84.99,5.3
347,64.0,"Móvil - Samsung Galaxy S8+ SMARTgirl, 6.2'', 4G, 12 MP, 64 GB, Rosa + Funda Swarovski",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s8-smartgirl-6.2-4g-1383866#specifications,08/25/18 - 18:42:52,Samsung,589.0,6.2
348,32.0,"Móvil - Sony Xperia X Performance, 32GB, Cámara 23MP, Pantalla Full HD 5"", Dorado",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-performance-32gb-dorado-1334604#specifications,08/25/18 - 18:42:53,Sony,670.0,5.0
349,16.0,"Móvil - Motorola Moto G4, 5.5"", Full HD, Qualcomm Snapdragon 617, 2GB RAM, 16 GB, 13MP + 5MP, 4G, Dual SIM, Blanco",https://tiendas.mediamarkt.es/p/movil-moto-g4-dual-sim-16gb-5-5-1329025#specifications,08/25/18 - 18:42:54,Motorola,164.0,5.5
350,128.0,"Móvil - iPhone 7 PLUS de 128GB, pantalla Retina HD de 5.5"" y doble cámara, Negro",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-128gb-pantalla-1339980#specifications,08/25/18 - 18:42:56,Apple,850.0,5.5
351,8.0,"Móvil - BQ Aquaris E5 4G Negro con pantalla de 5 pulgadas, 8 GB, Dual micro-SIM, 13 Mpx. y Flash dual ",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-e5-4g-negro-pantalla-5pulgadas-1266336#specifications,08/25/18 - 18:42:57,BQ,216.0,5.0
352,8.0,"Móvil - Samsung Galaxy Grand Neo Plus, 8GB, 5 pulgadas, Dual SIM, negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-grand-neo-plus-dual-sim-1269407#specifications,08/25/18 - 18:42:58,Samsung,117.0,5.01
353,32.0,"Móvil - Alcatel Shine Lite, Pantalla 5"" HD, 4G, 4 Núcleos, 16GB, Cámara 13 MP, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-shine-lite-pantalla-5-negro-1345131#specifications,08/25/18 - 18:42:59,Alcatel,150.0,5.5
354,16.0,"Móvil - Samsung Galaxy J3 (2017), 5'', HD, 16 GB, 2 GB RAM, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j3-2017-16-gb-5-hd-1372132#specifications,08/25/18 - 18:43:00,Samsung,159.0,5.0
355,8.0,"Móvil - ZTE Blade L7, Pantalla HD de 5"", 8 GB, 1 GB RAM, Dual SIM, Blanco",https://tiendas.mediamarkt.es/p/movil-zte-blade-l7-blanco-1371220#specifications,08/25/18 - 18:43:01,ZTE,78.99,5.0
356,64.0,"Móvil - Sony Xperia XZ Premium, 5.5 pulgadas, 4G, 64GB, 4K HDR, Plata",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz-premium-5.5-pulgadas-1370951#specifications,08/25/18 - 18:43:03,Sony,682.0,5.5
357,32.0,"Móvil - Sony Xperia XA1, 5"" HD, Cámara 23 MPx, 3 GB RAM, Memoria interna 32 GB, Mediatek Helio P20 Octa Core, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-23-mpx-negro-1362898#specifications,08/25/18 - 18:43:04,Sony,199.0,5.0
358,32.0,"Móvil - Sony Xperia XA1, 5"" HD, Cámara 23 MPx, 3 GB RAM, Memoria interna 32 GB, Mediatek Helio P20 Octa Core, Oro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-camara-23-mpx-oro-1362900#specifications,08/25/18 - 18:43:05,Sony,199.0,5.0
359,16.0,"Móvil - Meizu M5S, 5.2"" HD, 3 GB RAM, 8 núcleos, Memoria interna 16 GB, Cámaras 13 MP + 5 MP, 4G, Plata",https://tiendas.mediamarkt.es/p/movil-meizu-m5s-4g-16gb-plata-1364298#specifications,08/25/18 - 18:43:06,Meizu,159.0,5.2
360,16.0,"Móvil - Asus Zenfone Go, 16GB, Dual SIM, pantalla HD 5"", Negro",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-go-16gb-dual-sim-1346200#specifications,08/25/18 - 18:43:08,Asus,89.0,5.0
361,32.0,"Móvil - Samsung Galaxy A5 2017, 5.2"", Super AMOLED, 32 GB, 4G, 16 MP, Rosa",https://tiendas.mediamarkt.es/p/movil-samsung-a5-2017-rosa-5-2-32-g-1353462#specifications,08/25/18 - 18:43:08,Samsung,199.0,5.2
362,16.0,"Móvil - Wiko Highway Star Gris, 16GB, red 4G, Dual SIM, pantalla HD de 5"" y cámara de 13 mp",https://tiendas.mediamarkt.es/p/movil-wiko-highway-star-gris-16gb-re-1287479#specifications,08/25/18 - 18:43:10,Wiko,234.0,5.0
363,16.0,"Móvil - Apple iPhone 6S Plus, 16GB, pantalla 5.5 pulgadas, red 4G, dorado",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-16gb-dorado-1296086#specifications,08/25/18 - 18:43:11,Apple,885.0,5.5
364,16.0,"Móvil - BQ Aquaris M5.5, 16GB, 3GB RAM, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-m5-5-negro-de-16gb-3gb-ram-1295267#specifications,08/25/18 - 18:43:12,BQ,279.0,5.5
365,8.0,"Móvil - Motorola Moto G de 3ª Generación, 5"", HD, Qualcomm Snapdragon 410, 1GB RAM, 8GB, 13MP + 5MP, 4G, Negro con auriculares",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g-de-3-generacion-1337165#specifications,08/25/18 - 18:43:13,Motorola,154.0,5.0
366,128.0,"Móvil - iPhone 7, 128GB, Red 4G LTE, Pantalla Retina HD 4.7"", Cámara gran angular 12 Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-128gb-con-red-4g-lte-retina-hd-4-7-negro-1340004#specifications,08/25/18 - 18:43:14,Apple,729.0,4.7
367,16.0,"Móvil - Sony Xperia XA Ultra, 6"", 16GB, red 4G, Cámara 21.5 MP, Blanco",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa-ultra-6-32gb-blanco-1334600#specifications,08/25/18 - 18:43:15,Sony,402.0,6.0
368,32.0,"Smartphone - Wiko Sunny, 4P, DS, 8GB, 3G, Quad Core, Dual SIM, Rosa",https://tiendas.mediamarkt.es/p/smartphone-wiko-sunny-4p-8gb-rosa-1323285#specifications,08/25/18 - 18:43:19,Wiko,49.9,4.0
369,64.0,"Móvil - Motorola Moto Z2 Force, 5.5"", Quad HD 2K, Qualcomm Snapdragon 835, 6GB RAM, 64GB, Cámara 12MP + 5MPx, 4G, Negro",https://tiendas.mediamarkt.es/p/motorola-moto-z2-force-5-5pds4g8n64g-1389351#specifications,08/25/18 - 18:43:19,Motorola,799.0,5.5
